CustomerID,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,EducationLevel,Occupation,HomeOwner
AR-1082555,Jason,Barnes,5/28/1969,S,M,jason32@hotmail.com,70000,High School,Professional,Y
PO-1886555,Cassidy,Allen,3/26/1963,M,F,cassidy3@hotmail.com,70000,High School,Professional,Y
JH-1598555,Sara,Rogers,1/20/1980,M,F,sara49@hotmail.com,70000,High School,Professional,Y
TS-2150555,Jesse,Moore,10/19/1988,M,M,jesse20@hotmail.com,70000,Graduate Degree,Management,Y
SC-2002055,Nicholas,Rodriguez,8/18/1976,M,M,nicholas9@hotmail.com,60000,Graduate Degree,Management,Y
SP-2062055,Jeremy,Stewart,12/7/1965,M,M,jeremy6@hotmail.com,60000,Graduate Degree,Management,Y
CM-1211555,Arianna,Perez,3/11/1982,S,F,arianna44@hotmail.com,40000,Partial College,Professional,Y
PA-1906055,Thomas,Hayes,7/19/1990,M,M,thomas40@hotmail.com,60000,Graduate Degree,Management,Y
MD-1735055,Wyatt,Gonzalez,12/14/1994,S,M,wyatt51@hotmail.com,60000,Graduate Degree,Management,Y
LP-1708055,Jeremiah,Perez,6/19/1972,M,M,jeremiah19@hotmail.com,60000,Graduate Degree,Management,Y
RC-1982555,Ian,Carlson,1/12/1990,M,M,ian34@hotmail.com,60000,Graduate Degree,Management,N
IL-1510055,Jaime,James,8/15/1991,M,F,jaime20@hotmail.com,70000,Graduate Degree,Management,N
SC-2057555,Grace,Torres,2/27/1998,S,F,grace43@hotmail.com,80000,Graduate Degree,Management,Y
ZC-2191055,Meredith,Blanco,7/20/1970,S,F,meredith35@hotmail.com,60000,Graduate Degree,Management,Y
AH-1007555,Ebony,King,5/16/1982,M,F,ebony37@hotmail.com,60000,Graduate Degree,Management,N
CR-1282055,Jose,Green,3/28/1979,S,M,jose55@hotmail.com,70000,Graduate Degree,Management,Y
JK-1564055,Jackson,Stewart,6/11/1963,M,M,jackson45@hotmail.com,70000,Graduate Degree,Management,Y
RD-1958555,Alexandria,Griffin,2/21/1988,M,NA,alexandria43@hotmail.com,60000,Graduate Degree,Management,N
BP-1123055,Miranda,Martin,11/14/1987,S,F,miranda21@hotmail.com,50000,Bachelors,Management,N
KC-1625555,Renee,Ramos,12/24/1994,M,F,renee0@hotmail.com,30000,Partial College,Clerical,N
VM-2168555,Kristine,Gonzalez,8/6/1972,M,F,kristine18@hotmail.com,10000,Partial High School,Clerical,Y
TS-2134055,Lucas,Watson,3/19/1967,S,M,lucas0@hotmail.com,60000,Partial College,Skilled Manual,Y
DV-1304555,Emma,Alexander,5/14/1972,S,F,emma45@hotmail.com,40000,Partial High School,Clerical,Y
TT-2122055,Taylor,Gonzalez,11/9/1964,S,F,taylor43@hotmail.com,40000,Partial High School,Clerical,Y
JM-1586555,Logan,Davis,11/22/1962,S,M,logan34@hotmail.com,40000,Partial High School,Clerical,N
SS-2051555,Blake,Foster,8/18/1974,M,M,blake4@hotmail.com,30000,Partial College,Skilled Manual,Y
PO-1885055,Marissa,Green,5/5/1995,S,F,marissa13@hotmail.com,30000,Partial College,Skilled Manual,N
DB-1306055,Nathan,Adams,2/2/1968,S,M,nathan41@hotmail.com,30000,Partial College,Skilled Manual,Y
RW-1954055,Jason,Evans,9/16/1986,S,M,jason44@hotmail.com,40000,Partial College,Skilled Manual,N
EH-1400555,Jack,Moore,4/5/1980,S,M,jack35@hotmail.com,60000,Partial College,Skilled Manual,N
JD-1589555,Grace,Hall,8/15/1967,S,F,grace7@hotmail.com,60000,Partial College,Skilled Manual,N
CS-1246055,Kyle,Price,2/13/1965,S,M,kyle50@hotmail.com,60000,Partial College,Skilled Manual,Y
HR-1477055,Amanda,Gao,2/14/1964,S,F,amanda21@hotmail.com,60000,Partial College,Skilled Manual,N
CM-1183055,Candice,Alvarez,2/14/1975,M,F,candice21@hotmail.com,10000,Partial High School,Clerical,Y
EB-1397555,Mathew,Sharma,11/27/1974,M,M,mathew1@hotmail.com,20000,Partial High School,Clerical,Y
CB-1241555,Corey,Sanz,9/9/1984,M,M,corey9@hotmail.com,20000,Partial High School,Clerical,Y
KB-1660055,Tabitha,Collins,11/1/1962,M,F,tabitha41@hotmail.com,20000,Partial High School,Clerical,Y
FM-1429055,Maria,Martin,12/20/1987,S,F,maria46@hotmail.com,40000,Partial High School,Clerical,N
AG-1052555,Daniel,Campbell,9/4/1987,S,M,daniel17@hotmail.com,20000,Partial College,Skilled Manual,N
EL-1373555,Marcus,Lopez,12/6/1999,S,M,marcus44@hotmail.com,100000,Bachelors,Management,Y
EA-1403555,Cesar,Carlson,9/1/1962,S,M,cesar16@hotmail.com,30000,High School,Skilled Manual,Y
RH-1949555,Marc,Kumar,2/13/1977,M,M,marc22@hotmail.com,30000,High School,Skilled Manual,Y
KW-1657055,Wayne,Suri,2/9/1965,S,M,wayne9@hotmail.com,40000,Partial High School,Clerical,Y
BF-1127555,Molly,Williams,1/20/1993,M,F,molly1@hotmail.com,40000,Partial High School,Clerical,N
EM-1382555,Anna,Mitchell,5/22/1967,S,F,anna63@hotmail.com,80000,Partial College,Skilled Manual,Y
CK-1259555,Hunter,Simmons,8/25/1984,S,M,hunter38@hotmail.com,30000,High School,Skilled Manual,Y
GT-1463555,Alexandria,Robinson,6/19/1981,M,F,alexandria15@hotmail.com,60000,Partial College,Skilled Manual,Y
NR-1855055,Alexis,Bennett,9/2/1969,M,F,alexis15@hotmail.com,60000,Partial College,Professional,Y
RS-1976555,Caroline,Ramirez,2/27/1991,S,F,caroline3@hotmail.com,70000,Partial College,Professional,N
CR-1262555,Makayla,Butler,8/8/1960,S,F,makayla7@hotmail.com,60000,Partial College,Professional,N
RK-1930055,Jason,Subram,11/24/1976,S,M,jason11@hotmail.com,80000,High School,Skilled Manual,Y
AC-1066055,Tabitha,Suri,3/9/1968,S,F,tabitha10@hotmail.com,80000,High School,Skilled Manual,Y
GH-1441055,Cesar,Zhou,6/21/1980,M,M,cesar0@hotmail.com,70000,High School,Skilled Manual,Y
AF-1087055,Cedric,Li,4/7/1975,M,M,cedric9@hotmail.com,110000,Bachelors,Management,Y
SO-2033555,Lacey,Foster,1/25/1971,S,F,lacey15@hotmail.com,130000,Graduate Degree,Management,N
AB-1006055,Thomas,Williams,9/12/1969,S,M,thomas18@hotmail.com,80000,Bachelors,Management,N
RC-1996055,Daniel,Gill,1/1/1975,S,M,daniel19@hotmail.com,80000,Bachelors,Management,Y
SC-2009555,Wendy,Rivera,5/22/1990,S,F,wendy13@hotmail.com,30000,Partial High School,Skilled Manual,N
PP-1895555,Taylor,Baker,4/13/1975,M,F,taylor10@hotmail.com,60000,Partial College,Professional,Y
AG-1027055,Marcus,Jenkins,10/23/1992,S,M,marcus35@hotmail.com,60000,Partial College,Professional,Y
JF-1541555,Destiny,Sanz,7/7/1979,M,F,destiny55@hotmail.com,60000,High School,Professional,N
CG-1252055,Reginald,West,9/15/1990,M,M,reginald6@hotmail.com,120000,Bachelors,Management,Y
MK-1790555,Jordan,Washington,1/5/1996,M,M,jordan20@hotmail.com,130000,Graduate Degree,Management,Y
MS-1736555,Lucas,Wright,11/4/1985,S,M,lucas61@hotmail.com,160000,Graduate Degree,Management,N
LC-1688555,Adam,Gonzales,12/28/1961,M,M,adam50@hotmail.com,130000,Graduate Degree,Management,Y
SL-2015555,Tristan,Cook,11/13/1962,S,M,tristan17@hotmail.com,60000,High School,Professional,Y
LR-1703555,Anna,Kapoor,11/17/1962,S,F,anna7@hotmail.com,60000,High School,Professional,Y
LL-1684055,Whitney,Mitchell,11/9/1969,M,F,whitney1@hotmail.com,70000,Partial College,Professional,Y
RB-1970555,Chloe,Wood,10/27/1998,M,F,chloe8@hotmail.com,90000,Partial College,Professional,Y
DA-1345055,Devin,Ramirez,1/14/1967,M,M,devin68@hotmail.com,60000,High School,Professional,N
ML-1826556,Isaac,Patterson,8/4/1987,M,M,isaac6@hotmail.com,60000,High School,Professional,N
DB-1327056,Nathan,Baker,8/1/1970,M,M,nathan6@hotmail.com,60000,High School,Professional,N
AR-1051056,Fernando,Griffin,6/22/1975,M,M,fernando32@hotmail.com,40000,Partial College,Professional,N
MG-1789056,Robert,Guo,8/2/1965,S,M,robert32@hotmail.com,90000,Partial College,Professional,N
JE-1571556,Colleen,Robinson,2/27/1992,S,F,colleen18@hotmail.com,90000,Partial College,Professional,Y
NM-1852056,Benjamin,Mitchell,9/7/1990,S,M,benjamin55@hotmail.com,120000,Bachelors,Management,N
DG-1330056,Courtney,Bell,10/18/1978,S,F,courtney9@hotmail.com,160000,Graduate Degree,Management,N
AA-1064556,Brianna,Wilson,6/19/1980,S,F,brianna31@hotmail.com,160000,Graduate Degree,Management,Y
MD-1735056,Grace,Gutierrez,8/25/1984,M,F,grace6@hotmail.com,80000,Bachelors,Management,Y
ER-385557,Gloria,Zeng,9/12/1986,M,F,gloria11@hotmail.com,40000,High School,Skilled Manual,Y
SV-1036557,Kristen,Rai,1/13/1966,M,F,kristen19@hotmail.com,40000,High School,Skilled Manual,Y
SC-1026057,Bridget,Martin,4/23/1974,S,F,bridget19@hotmail.com,70000,Bachelors,Professional,N
CH-207057,Meredith,Rogers,9/6/1980,S,F,meredith22@hotmail.com,70000,Bachelors,Professional,N
SH-997557,Eduardo,Ross,11/27/1988,M,M,eduardo86@hotmail.com,70000,Partial College,Skilled Manual,Y
CM-219057,Wyatt,James,12/12/1997,M,M,wyatt55@hotmail.com,70000,Partial College,Skilled Manual,N
CC-210057,Melanie,Yuan,5/7/1994,M,F,melanie33@hotmail.com,70000,Partial College,Skilled Manual,Y
GT-475557,Alejandro,Adams,11/18/1964,M,M,alejandro33@hotmail.com,40000,High School,Skilled Manual,Y
RC-982557,Kaylee,Taylor,12/5/1997,M,F,kaylee38@hotmail.com,40000,High School,Skilled Manual,Y
JP-552057,Jonathan,Edwards,7/20/1965,M,M,jonathan59@hotmail.com,60000,Graduate Degree,Management,Y
GH-466557,Mason,Torres,11/6/1997,S,M,mason22@hotmail.com,60000,Graduate Degree,Management,Y
NF-838557,Victoria,Howard,11/9/1965,M,F,victoria40@hotmail.com,60000,Graduate Degree,Management,Y
JR-567057,Julia,Sanchez,3/6/1964,M,F,julia56@hotmail.com,70000,Bachelors,Management,Y
JD-601557,Summer,Harris,3/7/1963,M,F,summer18@hotmail.com,70000,Bachelors,Management,Y
AT-73557,Emma,Smith,3/10/1999,M,F,emma13@hotmail.com,60000,Graduate Degree,Management,Y
BM-157557,William,Powell,11/22/1983,M,M,william16@hotmail.com,70000,Bachelors,Management,Y
AP-72057,Emily,Davis,5/1/1977,M,F,emily33@hotmail.com,30000,Partial High School,Clerical,N
JF-519057,Matthew,Williams,11/10/1995,S,M,matthew11@hotmail.com,30000,Partial High School,Clerical,Y
ES-402057,Ian,Suarez,8/26/1963,S,M,ian3@hotmail.com,40000,High School,Professional,Y
BN-151557,Kari,Richardson,3/22/1969,S,F,kari40@hotmail.com,40000,High School,Professional,Y
EH-412557,Kaylee,White,12/10/1965,M,F,kaylee7@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
MB-808557,Samantha,Sharma,11/27/1968,M,F,samantha14@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
RM-967557,Zachary,King,8/1/1988,M,M,zachary27@hotmail.com,60000,Graduate Degree,Professional,Y
ML-739557,Jeremiah,West,9/28/1993,S,M,jeremiah14@hotmail.com,70000,Graduate Degree,Professional,Y
PW-903057,Julia,Murphy,12/1/1968,M,F,julia62@hotmail.com,50000,Bachelors,Skilled Manual,Y
AR-40557,Alexandra,Martinez,3/19/1996,M,F,alexandra9@hotmail.com,50000,Bachelors,Skilled Manual,Y
FM-429057,Rachel,Cook,3/21/1965,M,F,rachel20@hotmail.com,50000,Bachelors,Skilled Manual,Y
MG-1820558,Nathaniel,Perry,11/8/1988,M,M,nathaniel22@hotmail.com,50000,Bachelors,Skilled Manual,Y
DK-1298558,Dylan,Price,2/20/1968,M,M,dylan6@hotmail.com,50000,Bachelors,Skilled Manual,Y
MV-1819058,Mya,Sanchez,8/2/1990,S,F,mya2@hotmail.com,60000,Graduate Degree,Professional,Y
MH-1778558,Carlos,Li,9/25/1969,M,M,carlos20@hotmail.com,60000,Graduate Degree,Professional,Y
AH-1046558,James,Edwards,7/28/1978,M,M,james42@hotmail.com,50000,Bachelors,Skilled Manual,Y
MC-1742558,Lucas,Ross,12/24/1960,S,M,lucas11@hotmail.com,50000,Bachelors,Skilled Manual,Y
MG-1787558,Caroline,Palit,7/16/1991,S,F,caroline6@hotmail.com,50000,Bachelors,Skilled Manual,N
TA-2138558,Punya,Brown,11/10/1989,S,M,punya0@hotmail.com,50000,Bachelors,Skilled Manual,N
SC-2072558,Marcus,Vazquez,3/5/1970,S,M,marcus4@hotmail.com,50000,Bachelors,Skilled Manual,Y
DM-1352558,Albert,Lee,5/24/1995,M,M,albert14@hotmail.com,50000,Bachelors,Skilled Manual,Y
RB-1943558,Justin,Thompson,12/16/1981,S,M,justin50@hotmail.com,60000,Graduate Degree,Professional,Y
JM-1553558,Megan,Chen,11/22/1988,M,F,megan18@hotmail.com,60000,Graduate Degree,Professional,Y
GH-1448558,Jack,White,6/1/1998,M,M,jack26@hotmail.com,60000,Graduate Degree,Professional,Y
NP-1870058,Noah,Henderson,4/17/1971,M,M,noah54@hotmail.com,70000,Graduate Degree,Professional,Y
RB-1979558,Jack,Wilson,6/12/1970,M,M,jack5@hotmail.com,70000,Graduate Degree,Professional,Y
SC-2077058,Katherine,Cook,6/8/2000,S,F,katherine77@hotmail.com,70000,Bachelors,Skilled Manual,N
MM-1726058,Stephanie,Liu,2/15/1977,S,F,stephanie8@hotmail.com,70000,Bachelors,Skilled Manual,N
BP-1123058,Lisa,Griffin,5/24/1978,S,F,lisa7@hotmail.com,70000,Bachelors,Skilled Manual,N
NC-1834058,Seth,Patterson,11/11/1979,S,M,seth69@hotmail.com,70000,Bachelors,Skilled Manual,N
AR-1051058,Cassidy,Liang,2/25/1987,S,F,cassidy11@hotmail.com,40000,Bachelors,Professional,Y
SO-2033558,Curtis,Bennett,11/11/1985,M,M,curtis13@hotmail.com,60000,Graduate Degree,Professional,Y
BW-1111058,Gavin,Brooks,10/7/1967,M,M,gavin1@hotmail.com,60000,Graduate Degree,Professional,Y
GP-1474058,Melanie,Cox,4/15/1973,S,F,melanie12@hotmail.com,60000,Graduate Degree,Professional,Y
HG-1484558,Garrett,Hughes,6/10/1990,M,M,garrett15@hotmail.com,60000,Graduate Degree,Professional,Y
BG-1169558,Spencer,Sanders,3/1/1988,M,M,spencer13@hotmail.com,70000,Graduate Degree,Professional,Y
LH-1715558,Bryan,Butler,6/11/1995,M,M,bryan6@hotmail.com,70000,Graduate Degree,Professional,Y
LH-1690058,Richard,Cook,1/3/1993,M,M,richard69@hotmail.com,70000,Graduate Degree,Professional,Y
AS-1063058,Michelle,Garcia,8/2/1999,M,F,michelle21@hotmail.com,70000,Graduate Degree,Professional,Y
BO-1135058,Benjamin,Vazquez,2/18/1962,M,M,benjamin53@hotmail.com,50000,Bachelors,Skilled Manual,Y
CR-1273058,Adrienne,Diaz,12/7/1989,S,F,adrienne11@hotmail.com,60000,Bachelors,Skilled Manual,Y
TM-2101058,Sarah,Harris,2/23/1985,S,F,sarah46@hotmail.com,60000,Bachelors,Skilled Manual,Y
PF-1916558,Cameron,Brooks,11/16/1982,M,M,cameron32@hotmail.com,60000,Graduate Degree,Professional,Y
TB-2105558,Timothy,Hall,11/23/1972,S,M,timothy3@hotmail.com,60000,Graduate Degree,Professional,Y
MA-1799558,Jose,Williams,3/1/1993,M,M,jose83@hotmail.com,60000,Graduate Degree,Professional,Y
HH-1501058,Dalton,Patterson,5/23/1980,M,M,dalton2@hotmail.com,60000,Graduate Degree,Professional,Y
JG-1511558,Anna,Robinson,3/28/1993,M,F,anna35@hotmail.com,70000,Graduate Degree,Professional,Y
CC-1268558,Noah,Ma,6/9/1977,S,M,noah65@hotmail.com,70000,Graduate Degree,Professional,Y
PC-1874558,Jon,Peterson,12/2/1988,M,M,jon36@hotmail.com,70000,Graduate Degree,Professional,Y
TC-2129558,Jacqueline,Gonzalez,7/12/1980,M,F,jacqueline29@hotmail.com,70000,Graduate Degree,Professional,Y
LR-1691558,Frederick,Cooper,1/17/1968,S,M,frederick15@hotmail.com,40000,Bachelors,Professional,N
JH-1582058,Carlos,Davis,2/27/1983,S,M,carlos10@hotmail.com,40000,Bachelors,Professional,N
ZC-2191058,Charles,White,7/20/1960,S,M,charles8@hotmail.com,40000,Bachelors,Professional,N
JK-1562558,Anna,Butler,12/18/1967,S,F,anna50@hotmail.com,80000,Bachelors,Skilled Manual,Y
SP-2062058,Luis,Parker,2/1/1966,S,M,luis13@hotmail.com,80000,Bachelors,Skilled Manual,N
SR-2074058,Courtney,Bryant,9/27/1996,S,F,courtney5@hotmail.com,80000,Bachelors,Skilled Manual,Y
TR-2132558,Dakota,Cook,7/26/1964,S,M,dakota14@hotmail.com,80000,Bachelors,Skilled Manual,Y
VT-2170058,Mason,Long,1/27/1998,S,M,mason19@hotmail.com,60000,Graduate Degree,Professional,Y
CJ-1201058,Brittany,Weisman,6/20/1973,S,F,brittany8@hotmail.com,40000,Bachelors,Professional,N
TB-2159558,Daniel,Simmons,12/1/2000,S,M,daniel4@hotmail.com,60000,Bachelors,Skilled Manual,N
SV-2081558,Abigail,Liu,6/3/1983,S,F,abigail40@hotmail.com,60000,Bachelors,Skilled Manual,Y
AB-1016558,Ramon,Smith,10/5/1996,M,M,ramon3@hotmail.com,60000,Bachelors,Skilled Manual,Y
JW-1607558,Chloe,Coleman,2/18/1990,M,F,chloe34@hotmail.com,60000,Partial High School,Skilled Manual,Y
JJ-1544558,Miranda,Price,5/14/1984,S,F,miranda6@hotmail.com,60000,Bachelors,Skilled Manual,Y
TM-2149058,Brianna,Young,2/2/1983,S,F,brianna48@hotmail.com,40000,Bachelors,Professional,Y
GT-1475558,Courtney,Robinson,5/3/1970,S,F,courtney20@hotmail.com,70000,Bachelors,Skilled Manual,Y
KW-1657058,Austin,Alexander,3/24/1979,S,M,austin34@hotmail.com,70000,Bachelors,Professional,N
NH-1861058,Samantha,Allen,5/25/1993,S,F,samantha41@hotmail.com,70000,Bachelors,Professional,N
AF-1087058,Mason,Blanco,2/25/1966,M,M,mason38@hotmail.com,70000,Bachelors,Professional,N
LD-1700558,Alfredo,Chen,9/11/1977,M,M,alfredo16@hotmail.com,40000,Bachelors,Skilled Manual,Y
NM-1844558,Dennis,Munoz,6/19/1969,M,M,dennis3@hotmail.com,40000,Bachelors,Skilled Manual,Y
KH-1669058,Roberto,Torres,8/7/1961,S,M,roberto7@hotmail.com,10000,Partial High School,Manual,Y
BT-1148558,Tabitha,Zhang,10/14/1962,S,F,tabitha32@hotmail.com,20000,Partial High School,Manual,Y
MN-1793558,Gilbert,He,12/6/1998,M,M,gilbert0@hotmail.com,40000,Bachelors,Skilled Manual,Y
RB-1946558,Cara,Serrano,2/23/1986,M,F,cara14@hotmail.com,40000,Bachelors,Skilled Manual,Y
JM-1619558,Jimmy,Dominguez,10/16/1963,M,M,jimmy20@hotmail.com,40000,Bachelors,Skilled Manual,Y
MH-1811558,Gary,Rana,3/15/2000,S,M,gary23@hotmail.com,20000,Partial High School,Manual,N
AF-1088558,Kaitlin,Deng,8/15/1961,S,F,kaitlin11@hotmail.com,20000,Partial High School,Manual,N
IL-1510058,Terry,Srini,6/25/1999,S,M,terry4@hotmail.com,30000,High School,Manual,N
LC-1688558,Ross,Tang,8/19/1990,S,M,ross8@hotmail.com,30000,High School,Manual,Y
GW-1460558,Arturo,Zheng,7/14/1976,S,M,arturo28@hotmail.com,30000,High School,Manual,N
BS-1166558,Clarence,Ma,12/3/1985,S,M,clarence12@hotmail.com,30000,High School,Manual,Y
BG-1103558,Heather,Allen,8/23/1981,S,F,heather15@hotmail.com,40000,Partial College,Clerical,Y
GM-1469558,Haley,Smith-Bates,7/16/1992,M,F,haley58@hotmail.com,30000,High School,Manual,Y
TG-2164058,Lorrin,Luo,6/22/1965,S,M,lorrin0@hotmail.com,20000,Partial High School,Manual,N
JB-1592558,Gregory,Cai,6/2/1973,S,M,gregory10@hotmail.com,20000,Partial High School,Manual,N
VG-2180558,Wesley,Adams,5/14/1995,S,M,wesley21@hotmail.com,20000,Partial High School,Manual,Y
SC-2030558,Rebecca,Alonso,5/24/1995,S,F,rebecca17@hotmail.com,30000,High School,Manual,N
JW-1595558,Albert,Xu,8/7/1992,S,M,albert10@hotmail.com,30000,High School,Manual,N
MC-1757558,Leah,Lopez,10/24/1984,S,F,leah9@hotmail.com,30000,High School,Manual,N
BD-1177058,Molly,Sharma,7/9/1971,S,F,molly15@hotmail.com,40000,Partial College,Clerical,Y
CR-1282058,Gilbert,Mehta,5/28/1965,S,M,gilbert30@hotmail.com,40000,Partial College,Clerical,Y
MM-1792058,Ronald,Sanders,12/5/1989,S,M,ronald16@hotmail.com,40000,Partial College,Clerical,Y
DW-1358558,Jessica,Butler,10/21/1986,S,F,jessica24@hotmail.com,40000,Partial College,Clerical,Y
BD-1156058,Ethan,Vazquez,4/6/1978,S,M,ethan10@hotmail.com,40000,Partial College,Clerical,Y
Co-1264058,Javier,Vazquez,8/6/1964,M,M,javier9@hotmail.com,50000,Graduate Degree,Skilled Manual,N
CR-1258058,Linda,Alexander,5/4/1968,S,F,linda30@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
AC-1061558,Caroline,Sánchez,6/12/1978,S,F,caroline20@hotmail.com,40000,Partial College,Clerical,Y
GH-1442558,Angela,Martinez,8/18/1982,S,F,angela49@hotmail.com,40000,Partial College,Clerical,Y
AY-1055558,Carol,Martin,1/21/1962,S,F,carol16@hotmail.com,30000,Graduate Degree,Skilled Manual,Y
EN-1378058,Noah,Howard,4/9/1993,M,M,noah59@hotmail.com,40000,Partial College,Clerical,N
KC-1625558,Jade,Tang,12/7/1990,M,F,jade8@hotmail.com,20000,High School,Manual,N
ME-1772558,Jodi,Young,9/11/1998,S,F,jodi4@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
KM-1666058,Seth,Smith,2/22/1977,M,M,seth25@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
DP-1316558,Natalie,Washington,4/19/1963,M,F,natalie68@hotmail.com,40000,Partial College,Clerical,Y
TD-2099558,Jose,Hayes,2/14/1968,M,M,jose7@hotmail.com,40000,Partial College,Clerical,Y
TB-2140058,Elizabeth,Robinson,7/4/1966,M,F,elizabeth51@hotmail.com,30000,High School,Clerical,N
MC-1813058,Devin,Jenkins,1/22/1984,S,M,devin17@hotmail.com,30000,High School,Clerical,Y
CL-1270058,Zachary,Torres,3/3/1995,M,M,zachary5@hotmail.com,30000,High School,Clerical,N
CD-1228058,Steven,Rai,1/23/1991,M,M,steven14@hotmail.com,40000,Partial College,Clerical,Y
DB-1321058,Jaime,Peterson,10/3/1974,M,M,jaime40@hotmail.com,40000,Partial College,Clerical,Y
HP-1481558,Eduardo,Rivera,2/2/1991,S,M,eduardo73@hotmail.com,30000,High School,Skilled Manual,Y
JO-1514558,Olivia,Alexander,2/25/1990,M,F,olivia33@hotmail.com,30000,High School,Skilled Manual,N
Dl-1360058,Gabrielle,Stewart,6/1/1975,M,F,gabrielle41@hotmail.com,30000,High School,Skilled Manual,Y
AG-1027058,Emma,Coleman,7/15/1966,M,F,emma24@hotmail.com,30000,High School,Skilled Manual,Y
JH-1618058,Thomas,Scott,4/19/1976,M,M,thomas7@hotmail.com,30000,High School,Skilled Manual,N
CC-1214558,Amber,Li,1/3/1977,M,F,amber14@hotmail.com,40000,Partial College,Clerical,Y
BG-1174058,Rosa,Yang,7/1/1974,M,F,rosa3@hotmail.com,30000,High School,Skilled Manual,N
RM-1975058,Eugene,Hernandez,6/3/1978,M,M,eugene9@hotmail.com,30000,High School,Skilled Manual,N
GT-1471058,Lawrence,Blanco,3/1/1995,S,M,lawrence1@hotmail.com,40000,Partial College,Clerical,Y
SA-2083058,Julio,Mehta,2/21/1966,S,M,julio16@hotmail.com,40000,Partial College,Clerical,Y
KD-1649558,Joe,Gray,8/24/1962,M,M,joe17@hotmail.com,40000,Partial College,Clerical,Y
CW-1190558,Mackenzie,Carter,5/16/1993,M,F,mackenzie4@hotmail.com,40000,Partial College,Clerical,Y
GB-1453058,Robert,Ramirez,12/19/1980,M,M,robert52@hotmail.com,40000,Partial College,Clerical,Y
AS-1024058,Anna,Evans,9/12/1962,S,F,anna20@hotmail.com,80000,Graduate Degree,Skilled Manual,Y
LS-1697558,Jenna,Gomez,4/25/1977,S,F,jenna0@hotmail.com,80000,Graduate Degree,Skilled Manual,Y
GB-1457558,Leslie,Torres,6/15/1980,S,F,leslie1@hotmail.com,80000,Graduate Degree,Skilled Manual,Y
CS-1195058,Diana,Griffin,10/13/1969,S,F,diana11@hotmail.com,80000,Graduate Degree,Skilled Manual,Y
HR-1477058,Jack,Subram,7/11/1986,S,M,jack21@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
AG-1090058,Pedro,Young,4/23/1990,M,M,pedro13@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
VG-2179058,Mary,Gonzalez,12/24/1995,S,F,mary37@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
FG-1426058,Jenna,Bradley,6/6/1967,S,F,jenna8@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
SC-2069558,Alexandria,Smith,12/21/1977,S,F,alexandria1@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
SF-2006558,Emily,Jenkins,5/12/1984,S,F,emily0@hotmail.com,50000,Graduate Degree,Skilled Manual,N
MZ-1751558,Justin,Carter,11/3/1969,S,M,justin3@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
ND-1846058,Joan,Washington,9/4/1989,S,F,joan13@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
SC-2002058,Hunter,Simmons,1/23/1992,S,M,hunter10@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
SF-2020058,Madison,Gray,11/26/1979,S,NA,madison27@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
BE-1133558,Nathaniel,Butler,5/11/1974,S,M,nathaniel7@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
JL-1523558,Xavier,Bell,9/6/2000,M,M,xavier54@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
BT-1153058,Jesse,Torres,10/1/1985,M,M,jesse14@hotmail.com,60000,Graduate Degree,Skilled Manual,N
LT-1676558,Hector,Washington,3/6/1978,S,M,hector10@hotmail.com,10000,Graduate Degree,Manual,Y
DK-1309058,Cassidy,King,6/2/1973,M,F,cassidy14@hotmail.com,10000,Graduate Degree,Manual,Y
RA-1988558,Jack,Fernandez,6/19/1970,M,M,jack55@hotmail.com,10000,Graduate Degree,Manual,Y
TC-2098058,Pamela,Moreno,1/3/1991,M,F,pamela19@hotmail.com,10000,Graduate Degree,Manual,Y
KB-1658558,Nelson,Guo,7/8/1978,M,M,nelson6@hotmail.com,10000,Graduate Degree,Manual,Y
EM-1381058,Kelvin,Coleman,9/28/1971,M,M,kelvin36@hotmail.com,20000,Graduate Degree,Clerical,Y
VP-2173058,Gabriel,Deng,4/27/1962,M,M,gabriel2@hotmail.com,10000,Bachelors,Manual,Y
CA-1231058,Mindy,Sneath,2/9/1994,S,F,mindy5@hotmail.com,10000,Bachelors,Manual,Y
KN-1645058,Timothy,Raman,7/4/1989,M,M,timothy1@hotmail.com,20000,Graduate Degree,Clerical,Y
PC-1900058,Martin,Stewart,12/11/1973,M,M,martin17@hotmail.com,20000,Graduate Degree,Clerical,Y
RM-1937558,Natalie,Luo,8/4/1974,M,F,natalie0@hotmail.com,30000,Graduate Degree,Clerical,Y
